display_name,authority,authority_id,rank,kingdom,subkingdom,infrakingdom,superphylum,phylum,subphylum,superclass,class,subclass,infraclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,subtribe,genus,subgenus,species,subspecies,variety,form,processing_timestamp,match_status
Ctenisis,ITIS,690914,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Staphyliniformia,Staphylinoidea,Staphylinidae,Pselaphinae,NA,NA,Ctenisis,NA,NA,NA,NA,NA,2025-11-16T23:25:49Z,success
Ctenizidae,ITIS,847713,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Ctenizidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:25:49Z,success
Cucujidae,ITIS,114303,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Cucujoidea,Cucujidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:25:50Z,success
Culicidae,ITIS,125930,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Nematocera,Culicomorpha,NA,Culicidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:32:16Z,success
Curculionidae,ITIS,114666,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Curculionoidea,Curculionidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:25:51Z,success
Cyclocephala,ITIS,926564,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Scarabeiformia,Scarabaeoidea,Scarabaeidae,Dynastinae,Cyclocephalini,NA,Cyclocephala,NA,NA,NA,NA,NA,2025-11-16T23:25:52Z,success
Cydnidae,ITIS,108550,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Heteroptera,Pentatomomorpha,Pentatomoidea,Cydnidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:25:52Z,success
Cymindis (Pinacodera),ITIS,111572,Genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pinacodera,NA,NA,NA,NA,NA,2025-11-16T23:29:40Z,success
Cynipidae,ITIS,154031,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Terebrantes,Cynipoidea,Cynipidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:25:59Z,success
Cyphomyrmex,ITIS,573900,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Myrmicinae,Attini,NA,Cyphomyrmex,NA,NA,NA,NA,NA,2025-11-16T23:26:00Z,success
Cyphomyrmex flavidus,ITIS,574369,Species,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Myrmicinae,Attini,NA,Cyphomyrmex,NA,Cyphomyrmex flavidus,NA,NA,NA,2025-11-16T23:33:12Z,success
Cyphomyrmex wheeleri,ITIS,574394,Species,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Myrmicinae,Attini,NA,Cyphomyrmex,NA,Cyphomyrmex wheeleri,NA,NA,NA,2025-11-16T23:33:18Z,success
Cyphophthalmi,ITIS,1012396,Suborder,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Opiliones,Cyphophthalmi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:26:01Z,success
Cyrtopeltis,ITIS,104429,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Heteroptera,Cimicomorpha,Miroidea,Miridae,Bryocorinae,Dicyphini,NA,Cyrtopeltis,NA,NA,NA,NA,NA,2025-11-16T23:26:01Z,success
Dacoderus,ITIS,708219,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Tenebrionoidea,Salpingidae,Dacoderinae,NA,NA,Dacoderus,NA,NA,NA,NA,NA,2025-11-16T23:26:02Z,success
Dasymutilla,ITIS,154182,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Mutillidae,NA,NA,NA,Dasymutilla,NA,NA,NA,NA,NA,2025-11-16T23:32:49Z,success
Davisonia,GBIF,2039378,Genus,Animalia,NA,NA,NA,Arthropoda,NA,NA,Insecta,NA,NA,NA,Hemiptera,NA,NA,NA,Cicadellidae,NA,NA,NA,Davisonia,NA,NA,NA,NA,NA,2025-11-16T23:26:03Z,success
Delphacidae,ITIS,109175,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Auchenorrhyncha,Fulgoromorpha,Fulgoroidea,Delphacidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:26:04Z,success
Deltocephalus,ITIS,200027,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Auchenorrhyncha,Cicadomorpha,Membracoidea,Cicadellidae,NA,NA,NA,Deltocephalus,NA,NA,NA,NA,NA,2025-11-16T23:26:05Z,success
Dermaptera,ITIS,102451,Order,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Polyneoptera,Dermaptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:26:06Z,success
Dermestes,ITIS,114977,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Bostrichiformia,Bostrichoidea,Dermestidae,Dermestinae,Dermestini,NA,Dermestes,NA,NA,NA,NA,NA,2025-11-16T23:26:05Z,success
Dermestidae,ITIS,114976,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Bostrichiformia,Bostrichoidea,Dermestidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:26:07Z,success
Derobrachus,ITIS,701822,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Chrysomeloidea,Cerambycidae,Prioninae,Prionini,NA,Derobrachus,NA,NA,NA,NA,NA,2025-11-16T23:26:07Z,success
Derobrachus geminatus,ITIS,702666,Species,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Chrysomeloidea,Cerambycidae,Prioninae,Prionini,NA,Derobrachus,NA,Derobrachus geminatus,NA,NA,NA,2025-11-16T23:33:00Z,success
Desmometopa,ITIS,144520,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Brachycera,Muscomorpha,NA,Milichiidae,Madizinae,NA,NA,Desmometopa,NA,NA,NA,NA,NA,2025-11-16T23:26:09Z,success
Diapriidae,ITIS,154067,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Terebrantes,Proctotrupoidea,Diapriidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:26:09Z,success
Dictyna,ITIS,872000,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Dictynidae,NA,NA,NA,Dictyna,NA,NA,NA,NA,NA,2025-11-16T23:26:11Z,success
Dictynidae,ITIS,871524,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Dictynidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:26:10Z,success
Diplopoda,ITIS,154409,Class,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Myriapoda,NA,Diplopoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:32:47Z,success
Diplotaxis,ITIS,23116,Genus,Plantae,Viridiplantae,Streptophyta,NA,NA,NA,NA,Magnoliopsida,NA,NA,Rosanae,Brassicales,NA,NA,NA,Brassicaceae,NA,NA,NA,Diplotaxis,NA,NA,NA,NA,NA,2025-11-16T23:27:30Z,success
Dipoena,ITIS,848239,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Theridiidae,NA,NA,NA,Dipoena,NA,NA,NA,NA,NA,2025-11-16T23:26:12Z,success
Diptera,ITIS,118831,Order,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Diptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:26:13Z,success
Discoderus,ITIS,111369,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Adephaga,NA,NA,Carabidae,Harpalinae,Harpalini,NA,Discoderus,NA,NA,NA,NA,NA,2025-11-16T23:26:14Z,success
Dolichopodidae,ITIS,136824,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Brachycera,Muscomorpha,NA,Dolichopodidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:26:14Z,success
Dorymyrmex,ITIS,573919,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Dolichoderinae,NA,NA,Dorymyrmex,NA,NA,NA,NA,NA,2025-11-16T23:26:15Z,success
Dorymyrmex bicolor,ITIS,574892,Species,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Dolichoderinae,NA,NA,Dorymyrmex,NA,Dorymyrmex bicolor,NA,NA,NA,2025-11-16T23:24:44Z,success
Dorymyrmex insanus,ITIS,574918,Species,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Vespoidea,Formicidae,Dolichoderinae,NA,NA,Dorymyrmex,NA,Dorymyrmex insanus,NA,NA,NA,2025-11-16T23:27:31Z,success
Drapetis,ITIS,136573,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Brachycera,Muscomorpha,NA,Hybotidae,Tachydromiinae,NA,NA,Drapetis,NA,NA,NA,NA,NA,2025-11-16T23:26:16Z,success
Drassodes,ITIS,185659,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Gnaphosidae,NA,NA,NA,Drassodes,NA,NA,NA,NA,NA,2025-11-16T23:26:17Z,success
Drassyllus,ITIS,185620,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Gnaphosidae,NA,NA,NA,Drassyllus,NA,NA,NA,NA,NA,2025-11-16T23:26:17Z,success
Drosophilidae,ITIS,146185,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Brachycera,Muscomorpha,NA,Drosophilidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:26:18Z,success
Dryinidae,ITIS,154167,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Aculeata,Chrysidoidea,Dryinidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:26:19Z,success
Dyscinetus,ITIS,926581,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Scarabeiformia,Scarabaeoidea,Scarabaeidae,Dynastinae,Cyclocephalini,NA,Dyscinetus,NA,NA,NA,NA,NA,2025-11-16T23:26:20Z,success
Ebo,ITIS,872028,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Philodromidae,NA,NA,NA,Ebo,NA,NA,NA,NA,NA,2025-11-16T23:26:20Z,success
Ectyphinae,ITIS,132209,Subfamily,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Brachycera,Muscomorpha,NA,Mydidae,Ectyphinae,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:29:13Z,success
Efferia,ITIS,133505,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Brachycera,Muscomorpha,NA,Asilidae,Asilinae,Asilini,NA,Efferia,NA,NA,NA,NA,NA,2025-11-16T23:26:21Z,success
Eidmannella,ITIS,848279,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Nesticidae,NA,NA,NA,Eidmannella,NA,NA,NA,NA,NA,2025-11-16T23:26:22Z,success
Elachistidae,ITIS,118721,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Lepidoptera,NA,NA,Gelechioidea,Elachistidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:26:23Z,success
Elateridae,ITIS,113879,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:33:27Z,success
Eleodes,GBIF,4724278,Genus,Animalia,NA,NA,NA,Arthropoda,NA,NA,Insecta,NA,NA,NA,Coleoptera,NA,NA,NA,Tenebrionidae,NA,NA,NA,Eleodes,NA,NA,NA,NA,NA,2025-11-16T23:26:24Z,success
Eleodes armata,GBIF,9451988,Species,Animalia,NA,NA,NA,Arthropoda,NA,NA,Insecta,NA,NA,NA,Coleoptera,NA,NA,NA,Tenebrionidae,NA,NA,NA,Eleodes,NA,Eleodes armata,NA,NA,NA,2025-11-16T23:26:25Z,success
Eleodes carbonaria,GBIF,8887207,Species,Animalia,NA,NA,NA,Arthropoda,NA,NA,Insecta,NA,NA,NA,Coleoptera,NA,NA,NA,Tenebrionidae,NA,NA,NA,Eleodes,NA,Eleodes carbonaria,NA,NA,NA,2025-11-16T23:33:46Z,success
Eleodes longicollis,GBIF,9765778,Species,Animalia,NA,NA,NA,Arthropoda,NA,NA,Insecta,NA,NA,NA,Coleoptera,NA,NA,NA,Tenebrionidae,NA,NA,NA,Eleodes,NA,Eleodes longicollis,NA,NA,NA,2025-11-16T23:26:26Z,success
Embioptera,ITIS,102463,Order,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Polyneoptera,Embioptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:26:27Z,success
Emblethis,ITIS,107983,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Heteroptera,Pentatomomorpha,Lygaeoidea,Rhyparochromidae,Rhyparochrominae,Gonianotini,NA,Emblethis,NA,NA,NA,NA,NA,2025-11-16T23:26:28Z,success
Empicoris,ITIS,107285,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Heteroptera,Cimicomorpha,Reduvoidea,Reduviidae,Emesinae,Ploiariolini,NA,Empicoris,NA,NA,NA,NA,NA,2025-11-16T23:32:43Z,success
Empididae,ITIS,135830,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Brachycera,Muscomorpha,NA,Empididae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:26:29Z,success
Empoasca,ITIS,200032,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Auchenorrhyncha,Cicadomorpha,Membracoidea,Cicadellidae,NA,NA,NA,Empoasca,NA,NA,NA,NA,NA,2025-11-16T23:26:29Z,success
Encyrtidae,ITIS,153945,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Terebrantes,Chalcidoidea,Encyrtidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:26:30Z,success
Enicocephalidae,ITIS,103998,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Heteroptera,Enicocephalomorpha,Enicocephaloidea,Enicocephalidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:26:31Z,success
Enoplognatha,ITIS,848292,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Theridiidae,NA,NA,NA,Enoplognatha,NA,NA,NA,NA,NA,2025-11-16T23:26:31Z,success
Entomobryidae,ITIS,99643,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Collembola,NA,NA,NA,Entomobryomorpha,NA,NA,Entomobryoidea,Entomobryidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:26:32Z,success
Ephemerellidae,ITIS,101232,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Palaeoptera,NA,Ephemeroptera,Furcatergalia,Pannota,Ephemerelloidea,Ephemerellidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:26:34Z,success
Ephemeroptera,ITIS,100502,Order,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Palaeoptera,NA,Ephemeroptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:26:34Z,success
Ephydridae,ITIS,146893,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Diptera,Brachycera,Muscomorpha,NA,Ephydridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:26:35Z,success
Epicauta,ITIS,114390,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Tenebrionoidea,Meloidae,Meloinae,Epicautini,NA,Epicauta,NA,NA,NA,NA,NA,2025-11-16T23:26:36Z,success
Epuraea,ITIS,835489,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Nitiduloidea,Nitidulidae,Epuraeinae,NA,NA,Epuraea,NA,NA,NA,NA,NA,2025-11-16T23:26:36Z,success
Eremobatidae,ITIS,690765,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Solifugae,NA,NA,NA,Eremobatidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:33:37Z,success
Eremosaprinus,ITIS,728618,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Staphyliniformia,Histeroidea,Histeridae,Saprininae,NA,NA,Eremosaprinus,NA,NA,NA,NA,NA,2025-11-16T23:26:37Z,success
Eretes,ITIS,112163,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Adephaga,NA,NA,Dytiscidae,Dytiscinae,Eretini,NA,Eretes,NA,NA,NA,NA,NA,2025-11-16T23:26:38Z,success
Erigone,ITIS,848314,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Linyphiidae,NA,NA,NA,Erigone,NA,NA,NA,NA,NA,2025-11-16T23:26:38Z,success
Eriosomatidae,ITIS,109192,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Sternorrhyncha,NA,Aphidoidea,Eriosomatidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:26:39Z,success
Erythraeidae,ITIS,895691,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,Acariformes,Trombidiformes,Prostigmata,Anystina,Erythraeoidea,Erythraeidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:32:07Z,success
Erythraeoidea,ITIS,895635,Superfamily,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,Acariformes,Trombidiformes,Prostigmata,Anystina,Erythraeoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:32:32Z,success
Escaphiella,ITIS,848325,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Oonopidae,NA,NA,NA,Escaphiella,NA,NA,NA,NA,NA,2025-11-16T23:33:44Z,success
Eucyllus,ITIS,616858,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Curculionoidea,Curculionidae,NA,NA,NA,Eucyllus,NA,NA,NA,NA,NA,2025-11-16T23:26:40Z,success
Euetheola,ITIS,926589,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Scarabeiformia,Scarabaeoidea,Scarabaeidae,Dynastinae,Pentodontini,NA,Euetheola,NA,NA,NA,NA,NA,2025-11-16T23:26:41Z,success
Eulophidae,ITIS,153770,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Terebrantes,Chalcidoidea,Eulophidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:26:42Z,success
Eupelmidae,ITIS,153952,Family,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Hymenoptera,Apocrita,Terebrantes,Chalcidoidea,Eupelmidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,2025-11-16T23:26:42Z,success
Euphorticus,ITIS,110444,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Adephaga,NA,NA,Carabidae,Harpalinae,Lachnophorini,NA,Euphorticus,NA,NA,NA,NA,NA,2025-11-16T23:32:21Z,success
Eupompha,ITIS,731353,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Tenebrionoidea,Meloidae,Meloinae,Eupomphini,NA,Eupompha,NA,NA,NA,NA,NA,2025-11-16T23:26:43Z,success
Eupompha elegans,ITIS,731775,Species,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Holometabola,Coleoptera,Polyphaga,Cucujiformia,Tenebrionoidea,Meloidae,Meloinae,Eupomphini,NA,Eupompha,NA,Eupompha elegans,NA,NA,NA,2025-11-16T23:33:25Z,success
Eupsophulus,GBIF,4722980,Genus,Animalia,NA,NA,NA,Arthropoda,NA,NA,Insecta,NA,NA,NA,Coleoptera,NA,NA,NA,Tenebrionidae,NA,NA,NA,Eupsophulus,NA,NA,NA,NA,NA,2025-11-16T23:26:44Z,success
Euptychodera corrugata,ITIS,109023,Species,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Hexapoda,NA,Insecta,Pterygota,Neoptera,Acercaria,Hemiptera,Heteroptera,Pentatomomorpha,Pentatomoidea,Scutelleridae,Eurygastrinae,NA,NA,Euptychodera,NA,Euptychodera corrugata,NA,NA,NA,2025-11-16T23:30:33Z,success
Euryopis,ITIS,848342,Genus,Animalia,Bilateria,Protostomia,Ecdysozoa,Arthropoda,Chelicerata,NA,Arachnida,NA,NA,NA,Araneae,NA,NA,NA,Theridiidae,NA,NA,NA,Euryopis,NA,NA,NA,NA,NA,2025-11-16T23:26:45Z,success
